"","class","gender","age","school","father_edu_background","mother_edu_background","father_job","mother_job","household_income","school_has_library","library_visit","access_to_computer_lab","extra_mural_class","extra_curricular_activities","extra_curricular_participation","hours_on_curricular_activities","english_score","maths_score","hours_spent_studying","difficulty_understand_maths_eng_sci","subject_found_most_difficult","confidence_in_passing_exam","prepare_exam_with_online_resources","challenge_preparing_for_exam","result"
"1691","SS2","Male","12-14","Private","University","University","Civil servant","Trader","Above ₦300,000","No","Monthly","No","No","Yes","Sports","7 hours or more","60 - 64","80 - 100","1–2 hours","Yes","Physics/Chemistry/Biology","Not confident","Yes","lack of standard social amenity","Yes"
"1692","SS3","Female","18 and above","Public","Primary","No formal education","Civil servant","Trader","₦30,000 – ₦100,000","No","Monthly","No","Yes","Yes","Science/Math clubs","4–6 hours","45 - 49","40 - 44","3–4 hours","No","Other","Not confident","No","time management","No"
"1693","SS3","Female","15-17","Private","University","Primary","Farmer","Teacher","₦100,000 – ₦300,000","Yes","Rarely","Yes","No","No","Science/Math clubs","None","55 - 59","70 - 75","5 hours or more","Yes","Mathematics","Very confident","Yes","Lack of proper preparation","Yes"
"1694","SS1","Male","15-17","Public","University","Primary","Engineer","House Wife","Above ₦300,000","Yes","Weekly","Yes","No","No","Sports","4–6 hours","50 - 54","39 below","3–4 hours","No","Mathematics","Not confident","No","lack of standard social amenity","Yes"
"1695","SS2","Male","18 and above","Private","University","No formal education","Farmer","Teacher","₦30,000 – ₦100,000","No","Daily","Yes","Yes","No","Debate/Quiz clubs","4–6 hours","39 below","55 - 59","5 hours or more","No","Other","Very confident","No","Lack of proper preparation","Yes"
"1696","SS2","Female","18 and above","Public","Primary","Primary","Farmer","Trader","₦30,000 – ₦100,000","Yes","Rarely","Yes","Yes","No","None","1–3 hours","50 - 54","70 - 75","5 hours or more","No","English Language","Very confident","Yes","The fear of the unknown","Yes"
"1697","SS2","Female","15-17","Private","Primary","Primary","Civil Servant","Housewife","Below ₦30,000","Yes","Weekly","No","Yes","No","Science/Math clubs","1–3 hours","60 - 64","60 - 64","5 hours or more","Yes","English Language","Not confident","Yes","The fear of the unknown","Yes"
"1698","SS3","Female","15-17","Private","Primary","Primary","Farmer","Teacher","Below ₦30,000","No","Never","Yes","No","Yes","Sports","4–6 hours","55 - 59","55 - 59","1–2 hours","No","Other","Very confident","Yes","time management","Yes"
"1699","SS3","Female","12-14","Public","Primary","No formal education","Civil servant","Trader","₦100,000 – ₦300,000","No","Monthly","No","No","Yes","Debate/Quiz clubs","1–3 hours","60 - 64","45 - 49","5 hours or more","No","Mathematics","Very confident","No","time management","Yes"
"1700","SS2","Female","12-14","Public","No formal education","Secondary","Tailoring","House Wife","₦100,000 – ₦300,000","Yes","Never","No","Yes","No","Sports","4–6 hours","39 below","55 - 59","1–2 hours","Yes","Other","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1701","SS1","Female","12-14","Public","Secondary","University","Engineer","House Wife","Above ₦300,000","Yes","Weekly","Yes","Yes","No","Debate/Quiz clubs","1–3 hours","60 - 64","55 - 59","3–4 hours","Yes","Mathematics","Somewhat confident","Yes","Lack of focus","Yes"
"1702","SS3","Female","15-17","Public","No formal education","Primary","Civil Servant","Housewife","50,000 - 100,000","Yes","Monthly","No","No","No","None","4–6 hours","70 - 75","55 - 59","3–4 hours","Yes","English Language","Somewhat confident","Yes","The fear of the unknown","Yes"
"1703","SS3","Male","18 and above","Public","Secondary","Primary","Civil Servant","Teacher","₦100,000 – ₦300,000","No","Daily","No","No","Yes","None","1–3 hours","70 - 75","45 - 49","5 hours or more","Yes","Physics/Chemistry/Biology","Not confident","Yes","lack of standard social amenity","Yes"
"1704","SS2","Female","18 and above","Public","University","No formal education","Farmer","House Wife","50,000 - 100,000","Yes","Weekly","Yes","No","No","Science/Math clubs","None","55 - 59","60 - 64","3–4 hours","Yes","Physics/Chemistry/Biology","Very confident","No","The fear of the unknown","Yes"
"1705","SS1","Female","15-17","Public","No formal education","Primary","Tailoring","House Wife","₦30,000 – ₦100,000","Yes","Rarely","No","No","No","Debate/Quiz clubs","4–6 hours","65 - 69","45 - 49","5 hours or more","No","English Language","Not confident","Yes","lack of standard social amenity","Yes"
"1706","SS1","Female","15-17","Private","University","No formal education","Farmer","House Wife","₦100,000 – ₦300,000","No","Monthly","Yes","No","No","None","7 hours or more","65 - 69","80 - 100","3–4 hours","No","Physics/Chemistry/Biology","Somewhat confident","No","Lack of proper preparation","Yes"
"1707","SS3","Male","15-17","Private","University","No formal education","Tailoring","Teacher","Above ₦300,000","Yes","Rarely","No","Yes","No","Sports","1–3 hours","39 below","70 - 75","Less than 1 hour","No","Mathematics","Very confident","No","Lack of focus","Yes"
"1708","SS2","Male","12-14","Public","Secondary","Secondary","Farmer","Teacher","Below ₦30,000","No","Rarely","Yes","No","Yes","Sports","None","60 - 64","55 - 59","5 hours or more","Yes","English Language","Not confident","Yes","lack of standard social amenity","Yes"
"1709","SS1","Female","15-17","Public","University","Primary","Civil servant","Housewife","₦100,000 – ₦300,000","Yes","Daily","No","No","Yes","Debate/Quiz clubs","4–6 hours","50 - 54","70 - 75","Less than 1 hour","Yes","Mathematics","Somewhat confident","Yes","Lack of proper preparation","Yes"
"1710","SS3","Female","15-17","Public","Secondary","Primary","Tailoring","Trader","₦100,000 – ₦300,000","No","Daily","No","Yes","No","None","7 hours or more","50 - 54","39 below","5 hours or more","Yes","English Language","Not confident","Yes","Lack of focus","Yes"
"1711","SS1","Female","12-14","Private","Primary","University","Farmer","Trader","₦100,000 – ₦300,000","Yes","Weekly","No","No","Yes","Debate/Quiz clubs","7 hours or more","55 - 59","45 - 49","3–4 hours","Yes","Mathematics","Very confident","No","Lack of funds","Yes"
"1712","SS3","Male","18 and above","Public","Primary","No formal education","Civil Servant","Housewife","Above ₦300,000","Yes","Monthly","Yes","Yes","No","Sports","1–3 hours","60 - 64","39 below","Less than 1 hour","Yes","Mathematics","Somewhat confident","No","Lack of funds","Yes"
"1713","SS3","Female","12-14","Public","No formal education","University","Civil Servant","Trader","₦30,000 – ₦100,000","Yes","Rarely","No","Yes","No","Sports","4–6 hours","45 - 49","55 - 59","1–2 hours","Yes","Physics/Chemistry/Biology","Very confident","Yes","Lack of proper preparation","Yes"
"1714","SS1","Female","18 and above","Public","No formal education","University","Farmer","Trader","Below ₦30,000","No","Never","Yes","Yes","No","Sports","1–3 hours","65 - 69","39 below","3–4 hours","Yes","Other","Very confident","No","Lack of proper preparation","Yes"
"1715","SS1","Female","18 and above","Public","Secondary","Primary","Tailoring","Trader","Above ₦300,000","Yes","Weekly","Yes","No","Yes","Debate/Quiz clubs","4–6 hours","50 - 54","70 - 75","Less than 1 hour","Yes","Mathematics","Not confident","No","Lack of proper preparation","Yes"
"1716","SS2","Female","15-17","Private","No formal education","Secondary","Civil servant","House Wife","50,000 - 100,000","No","Weekly","No","No","Yes","None","7 hours or more","40 - 44","50 - 54","Less than 1 hour","Yes","English Language","Very confident","No","time management","Yes"
"1717","SS3","Male","12-14","Public","No formal education","No formal education","Civil Servant","Teacher","50,000 - 100,000","Yes","Daily","No","No","No","Sports","7 hours or more","40 - 44","40 - 44","1–2 hours","No","English Language","Somewhat confident","No","Lack of funds","No"
"1718","SS2","Male","12-14","Private","Primary","University","Engineer","House Wife","₦100,000 – ₦300,000","Yes","Monthly","No","Yes","No","Debate/Quiz clubs","None","55 - 59","39 below","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1719","SS2","Female","15-17","Private","Secondary","University","Tailoring","Housewife","50,000 - 100,000","No","Monthly","Yes","No","Yes","Science/Math clubs","1–3 hours","40 - 44","45 - 49","3–4 hours","No","English Language","Very confident","No","Lack of focus","No"
"1720","SS2","Male","12-14","Public","University","No formal education","Farmer","Teacher","50,000 - 100,000","Yes","Rarely","Yes","Yes","Yes","Sports","None","70 - 75","45 - 49","1–2 hours","No","Other","Very confident","No","Lack of proper preparation","Yes"
"1721","SS1","Female","18 and above","Public","Primary","University","Engineer","House Wife","₦100,000 – ₦300,000","No","Monthly","No","No","Yes","Debate/Quiz clubs","1–3 hours","45 - 49","60 - 64","3–4 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of funds","Yes"
"1722","SS2","Male","18 and above","Private","No formal education","Primary","Tailoring","Trader","50,000 - 100,000","No","Monthly","No","No","Yes","Debate/Quiz clubs","7 hours or more","39 below","45 - 49","3–4 hours","No","Mathematics","Very confident","Yes","lack of standard social amenity","No"
"1723","SS2","Male","15-17","Public","No formal education","Primary","Civil servant","Teacher","₦100,000 – ₦300,000","No","Daily","No","Yes","Yes","Sports","None","60 - 64","55 - 59","5 hours or more","No","English Language","Somewhat confident","Yes","time management","Yes"
"1724","SS3","Male","18 and above","Private","University","No formal education","Engineer","Housewife","Above ₦300,000","No","Rarely","Yes","Yes","No","Debate/Quiz clubs","4–6 hours","40 - 44","80 - 100","3–4 hours","No","Physics/Chemistry/Biology","Very confident","Yes","lack of standard social amenity","Yes"
"1725","SS3","Female","12-14","Private","No formal education","No formal education","Civil Servant","Trader","50,000 - 100,000","Yes","Daily","No","Yes","No","Debate/Quiz clubs","7 hours or more","80 - 100","40 - 44","5 hours or more","No","Other","Very confident","No","Lack of funds","Yes"
"1726","SS3","Female","15-17","Public","No formal education","University","Civil Servant","Trader","₦100,000 – ₦300,000","No","Monthly","Yes","No","No","None","4–6 hours","40 - 44","55 - 59","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1727","SS3","Male","15-17","Private","Primary","University","Engineer","Teacher","50,000 - 100,000","No","Rarely","Yes","Yes","No","Science/Math clubs","4–6 hours","60 - 64","50 - 54","1–2 hours","No","English Language","Not confident","Yes","Lack of funds","Yes"
"1728","SS3","Male","12-14","Private","University","Primary","Civil servant","Trader","₦30,000 – ₦100,000","No","Monthly","No","Yes","Yes","Debate/Quiz clubs","4–6 hours","65 - 69","45 - 49","3–4 hours","Yes","English Language","Very confident","No","Lack of focus","Yes"
"1729","SS1","Female","12-14","Private","Primary","No formal education","Engineer","Housewife","₦30,000 – ₦100,000","Yes","Rarely","Yes","Yes","No","Debate/Quiz clubs","4–6 hours","45 - 49","39 below","1–2 hours","No","Physics/Chemistry/Biology","Very confident","No","The fear of the unknown","No"
"1730","SS2","Male","15-17","Private","Primary","Secondary","Farmer","Teacher","₦30,000 – ₦100,000","Yes","Monthly","Yes","Yes","Yes","Sports","4–6 hours","40 - 44","50 - 54","5 hours or more","No","Other","Very confident","No","time management","Yes"
"1731","SS1","Male","12-14","Private","Primary","Primary","Engineer","House Wife","Above ₦300,000","No","Weekly","Yes","No","No","Sports","7 hours or more","39 below","55 - 59","3–4 hours","Yes","Physics/Chemistry/Biology","Not confident","Yes","time management","Yes"
"1732","SS2","Male","12-14","Private","University","Primary","Tailoring","Housewife","₦30,000 – ₦100,000","No","Rarely","No","No","No","Debate/Quiz clubs","1–3 hours","50 - 54","55 - 59","3–4 hours","Yes","Mathematics","Not confident","Yes","time management","Yes"
"1733","SS3","Male","18 and above","Private","University","Primary","Civil Servant","Housewife","Above ₦300,000","No","Weekly","No","No","No","Science/Math clubs","7 hours or more","40 - 44","40 - 44","1–2 hours","Yes","Other","Not confident","Yes","Lack of focus","No"
"1734","SS3","Female","18 and above","Private","University","University","Engineer","Trader","50,000 - 100,000","Yes","Never","No","Yes","No","Debate/Quiz clubs","None","60 - 64","65 - 69","3–4 hours","Yes","Other","Very confident","No","lack of standard social amenity","Yes"
"1735","SS1","Male","12-14","Public","Primary","Primary","Farmer","Trader","₦100,000 – ₦300,000","Yes","Rarely","No","Yes","Yes","Science/Math clubs","7 hours or more","50 - 54","50 - 54","5 hours or more","Yes","Physics/Chemistry/Biology","Very confident","Yes","time management","Yes"
"1736","SS2","Female","18 and above","Private","Secondary","No formal education","Tailoring","Trader","50,000 - 100,000","Yes","Daily","Yes","Yes","No","Sports","4–6 hours","60 - 64","65 - 69","3–4 hours","No","Other","Very confident","Yes","lack of standard social amenity","Yes"
"1737","SS2","Female","18 and above","Private","Secondary","Primary","Engineer","Housewife","50,000 - 100,000","No","Rarely","Yes","No","No","None","7 hours or more","40 - 44","80 - 100","5 hours or more","No","Other","Not confident","No","Lack of funds","Yes"
"1738","SS2","Male","12-14","Public","No formal education","Secondary","Civil Servant","Trader","₦100,000 – ₦300,000","Yes","Rarely","No","No","No","Debate/Quiz clubs","4–6 hours","65 - 69","80 - 100","3–4 hours","No","Mathematics","Somewhat confident","No","Lack of focus","Yes"
"1739","SS2","Male","12-14","Public","University","University","Civil servant","Housewife","50,000 - 100,000","Yes","Never","No","Yes","Yes","None","4–6 hours","45 - 49","45 - 49","Less than 1 hour","Yes","English Language","Not confident","Yes","time management","No"
